,league,split,week,game,date,patchno,side,team,teamdragkills,elders,herald,teambaronkills,totalgold,earnedgpm,cspm
1607,LCK,2019-2,2.4,1,43631.05181712963,9.11,Red,Kingzone DragonX,3.0,0.0,1.0,1.0,60421.0,1311.2247557003257,31.72638436482085
1618,LCK,2019-2,2.4,2,43631.15826388889,9.11,Blue,Kingzone DragonX,0.0,0.0,0.0,0.0,39202.0,871.2941176470588,28.43137254901961
1619,LCK,2019-2,2.4,2,43631.15826388889,9.11,Red,Afreeca Freecs,4.0,0.0,1.0,1.0,54420.0,1468.078431372549,34.35294117647059
1630,LCK,2019-2,2.4,3,43631.18929398148,9.11,Blue,Afreeca Freecs,1.0,0.0,1.0,1.0,55754.0,1235.4292185730465,29.796149490373725
1631,LCK,2019-2,2.4,3,43631.18929398148,9.11,Red,Kingzone DragonX,2.0,0.0,0.0,0.0,46352.0,915.995469988675,29.762174405436014
1642,LCK,2019-2,2.4,1,43631.228101851855,9.11,Blue,SK Telecom T1,1.0,0.0,1.0,0.0,53983.0,937.4845360824742,34.963181148748156
1643,LCK,2019-2,2.4,1,43631.228101851855,9.11,Red,Sandbox Gaming,4.0,0.0,0.0,1.0,62503.0,1188.441826215022,36.759941089837994
1654,LCK,2019-2,2.4,2,43631.29796296296,9.11,Blue,Sandbox Gaming,3.0,0.0,1.0,2.0,61672.0,1308.191082802548,33.503184713375795
1655,LCK,2019-2,2.4,2,43631.29796296296,9.11,Red,SK Telecom T1,1.0,0.0,0.0,0.0,55622.0,1115.515923566879,34.87261146496816
1666,LCK,2019-2,2.5,1,43632.023518518516,9.11,Blue,KT Rolster,2.0,0.0,1.0,1.0,56899.0,1279.686541737649,37.10391822827938
1667,LCK,2019-2,2.5,1,43632.023518518516,9.11,Red,Gen.G,1.0,0.0,0.0,0.0,45323.0,885.274275979557,32.40204429301533
1678,LCK,2019-2,2.5,2,43632.156701388885,9.11,Blue,Gen.G,3.0,0.0,0.0,1.0,50016.0,1253.9079283887468,35.10230179028133
1679,LCK,2019-2,2.5,2,43632.156701388885,9.11,Red,KT Rolster,1.0,0.0,1.0,0.0,39426.0,847.6419437340154,32.41687979539642
1690,LCK,2019-2,2.5,3,43632.188993055555,9.11,Blue,KT Rolster,3.0,0.0,1.0,1.0,49548.0,1325.1313672922251,35.630026809651476
1691,LCK,2019-2,2.5,3,43632.188993055555,9.11,Red,Gen.G,0.0,0.0,0.0,0.0,37235.0,829.9705093833779,31.206434316353885
1702,LCK,2019-2,2.5,1,43632.22141203703,9.11,Blue,Jin Air Green Wings,4.0,0.0,0.0,1.0,66506.0,1185.4609015639373,33.28426862925483
1703,LCK,2019-2,2.5,1,43632.22141203703,9.11,Red,Damwon Gaming,0.0,0.0,1.0,0.0,59459.0,990.9714811407543,35.65777368905243
1714,LCK,2019-2,2.5,2,43632.29439814815,9.11,Blue,Damwon Gaming,3.0,0.0,1.0,1.0,55443.0,1338.6313890559231,34.45580276608539
1715,LCK,2019-2,2.5,2,43632.29439814815,9.11,Red,Jin Air Green Wings,0.0,0.0,0.0,0.0,43153.0,895.2158749248347,32.6879134095009
1726,LCK,2019-2,2.5,3,43632.33356481481,9.11,Blue,Jin Air Green Wings,1.0,0.0,1.0,0.0,61816.0,991.129973474801,32.75862068965517
1727,LCK,2019-2,2.5,3,43632.33356481481,9.11,Red,Damwon Gaming,5.0,1.0,0.0,2.0,75765.0,1361.129973474801,36.49867374005305
1738,CBLoL,2019-2,3,1,43631.453726851854,9.11,Blue,INTZ,1.0,0.0,0.0,1.0,57092.0,1529.4734144778986,33.247918001281235
1739,CBLoL,2019-2,3,1,43631.453726851854,9.11,Red,Uppercut,1.0,0.0,1.0,0.0,41068.0,913.5605381165919,31.479820627802695
1750,CBLoL,2019-2,3,1,43631.49820601852,9.11,Blue,paiN Gaming,4.0,0.0,1.0,1.0,79145.0,1300.3032786885244,31.942622950819676
1751,CBLoL,2019-2,3,1,43631.49820601852,9.11,Red,Redemption,1.0,0.0,0.0,0.0,70198.0,1080.295081967213,31.30327868852459
1762,CBLoL,2019-2,3,1,43631.544444444444,9.11,Blue,KaBuM,2.0,0.0,0.0,1.0,56917.0,1262.206974128234,35.12935883014623
1763,CBLoL,2019-2,3,1,43631.544444444444,9.11,Red,Flamengo,2.0,0.0,1.0,0.0,43561.0,811.4983127109111,30.742407199100114
1774,CBLoL,2019-2,3,1,43631.587696759256,9.11,Blue,CNB,2.0,1.0,0.0,2.0,72930.0,1243.2808988764043,32.22990492653414
1775,CBLoL,2019-2,3,1,43631.587696759256,9.11,Red,Team One,4.0,0.0,1.0,0.0,64012.0,1012.0449438202247,30.93344857389801
1786,CBLoL,2019-2,3,2,43632.44269675926,9.11,Blue,KaBuM,2.0,0.0,1.0,1.0,56001.0,1323.8417011222682,34.30596574128766
1787,CBLoL,2019-2,3,2,43632.44269675926,9.11,Red,paiN Gaming,0.0,0.0,0.0,0.0,44718.0,923.9716479621973,29.698759598346133
1798,CBLoL,2019-2,3,2,43632.50402777778,9.11,Blue,Team One,4.0,0.0,0.0,2.0,69437.0,1214.2701252236134,33.56887298747764
1799,CBLoL,2019-2,3,2,43632.50402777778,9.11,Red,INTZ,0.0,0.0,1.0,0.0,64219.0,1074.252236135957,36.17173524150268
1810,CBLoL,2019-2,3,2,43632.547314814816,9.11,Blue,Flamengo,4.0,0.0,0.0,1.0,59018.0,1505.819963257808,30.349050826699326
1811,CBLoL,2019-2,3,2,43632.547314814816,9.11,Red,Uppercut,0.0,0.0,1.0,0.0,43560.0,937.8591549295775,29.17330067360686
1822,CBLoL,2019-2,3,2,43632.58420138889,9.11,Blue,Redemption,2.0,0.0,0.0,2.0,74778.0,1380.760180995475,33.828054298642535
1823,CBLoL,2019-2,3,2,43632.58420138889,9.11,Red,CNB,3.0,0.0,1.0,0.0,64405.0,1099.1402714932126,29.538461538461537
1834,LMS,2019-2,1.1,1,43629.11356481481,9.11,Blue,Hong Kong Attitude,1.0,0.0,1.0,1.0,52801.0,1294.9097651421507,34.524103831891225
1835,LMS,2019-2,1.1,1,43629.11356481481,9.11,Red,MAD Team,3.0,0.0,0.0,0.0,40237.0,829.0012360939432,29.369592088998765
1846,LMS,2019-2,1.1,2,43629.15659722222,9.11,Blue,MAD Team,4.0,0.0,1.0,2.0,74125.0,1271.011216566005,33.72735116479724
1847,LMS,2019-2,1.1,2,43629.15659722222,9.11,Red,Hong Kong Attitude,2.0,0.0,0.0,0.0,66275.0,1067.818809318378,32.79551337359793
1858,LMS,2019-2,1.1,3,43629.19972222222,9.11,Blue,Hong Kong Attitude,2.0,0.0,0.0,1.0,59378.0,1105.6702862783814,35.330700888450146
1859,LMS,2019-2,1.1,3,43629.19972222222,9.11,Red,MAD Team,3.0,0.0,1.0,1.0,65018.0,1272.6989141164859,35.952615992102665
1870,LMS,2019-2,1.1,1,43629.24118055555,9.11,Blue,Flash Wolves,2.0,0.0,1.0,0.0,57124.0,888.5652759084792,30.713324360699865
1871,LMS,2019-2,1.1,1,43629.24118055555,9.11,Red,AHQ e-Sports Club,3.0,0.0,0.0,2.0,70419.0,1246.4387617765815,32.866756393001346
1882,LMS,2019-2,1.1,2,43629.296898148146,9.11,Blue,AHQ e-Sports Club,4.0,0.0,1.0,1.0,74081.0,1252.179487179487,33.0
1883,LMS,2019-2,1.1,2,43629.296898148146,9.11,Red,Flash Wolves,1.0,0.0,0.0,1.0,65853.0,1041.2051282051282,31.92307692307692
1894,LMS,2019-2,1.2,1,43630.13297453704,9.11,Blue,Alpha Esports,0.0,0.0,0.0,0.0,37517.0,751.7358490566037,27.81132075471698
1895,LMS,2019-2,1.2,1,43630.13297453704,9.11,Red,J Team,4.0,0.0,1.0,1.0,53435.0,1352.4150943396226,33.9622641509434
1906,LMS,2019-2,1.2,2,43630.15818287037,9.11,Blue,J Team,3.0,0.0,1.0,2.0,66883.0,1234.9454887218044,32.05827067669173
1907,LMS,2019-2,1.2,2,43630.15818287037,9.11,Red,Alpha Esports,2.0,0.0,0.0,0.0,55762.0,921.3834586466164,31.296992481203006
1918,LMS,2019-2,1.2,1,43630.22982638889,9.11,Blue,G-Rex,3.0,0.0,1.0,1.0,61311.0,1223.6202143950995,30.62787136294028
1919,LMS,2019-2,1.2,1,43630.22982638889,9.11,Red,Flash Wolves,1.0,0.0,0.0,0.0,53447.0,982.7626339969373,29.77029096477795
1930,LMS,2019-2,1.2,2,43630.25853009259,9.11,Blue,Flash Wolves,3.0,0.0,1.0,1.0,52198.0,1467.9454297407913,34.58390177353343
1931,LMS,2019-2,1.2,2,43630.25853009259,9.11,Red,G-Rex,0.0,0.0,0.0,0.0,33534.0,704.0709413369715,27.257844474761253
1942,LMS,2019-2,1.2,3,43630.29471064815,9.11,Blue,G-Rex,5.0,1.0,1.0,1.0,67030.0,1152.8387096774193,29.489247311827953
1943,LMS,2019-2,1.2,3,43630.29471064815,9.11,Red,Flash Wolves,1.0,0.0,0.0,1.0,60298.0,971.8709677419354,29.999999999999996
1954,LMS,2019-2,1.3,1,43631.11548611111,9.11,Blue,MAD Team,4.0,1.0,0.0,2.0,78636.0,1179.8361035948976,31.217626594511017
1955,LMS,2019-2,1.3,1,43631.11548611111,9.11,Red,J Team,2.0,0.0,1.0,0.0,67395.0,919.124855044453,29.38538848086587
1966,LMS,2019-2,1.3,2,43631.17246527778,9.11,Blue,J Team,3.0,0.0,1.0,1.0,59203.0,1310.1606648199447,33.07479224376731
1967,LMS,2019-2,1.3,2,43631.17246527778,9.11,Red,MAD Team,1.0,0.0,0.0,0.0,45980.0,870.6149584487534,30.8808864265928
1978,LMS,2019-2,1.3,3,43631.211064814815,9.11,Blue,MAD Team,1.0,0.0,0.0,0.0,58297.0,979.3979496738117,31.062441752096927
1979,LMS,2019-2,1.3,3,43631.211064814815,9.11,Red,J Team,4.0,0.0,1.0,2.0,65047.0,1168.1211556383969,33.71854613233924
1990,LMS,2019-2,1.3,1,43631.255057870374,9.11,Blue,G-Rex,0.0,0.0,1.0,1.0,60275.0,1069.9704902427416,34.18372203712518
1991,LMS,2019-2,1.3,1,43631.255057870374,9.11,Red,Hong Kong Attitude,5.0,0.0,0.0,1.0,71407.0,1387.8762494050454,36.89671584959543
2002,LMS,2019-2,1.3,2,43631.303078703706,9.11,Blue,Hong Kong Attitude,0.0,0.0,0.0,0.0,64987.0,1084.24,30.88
2003,LMS,2019-2,1.3,2,43631.303078703706,9.11,Red,G-Rex,5.0,0.0,1.0,1.0,64199.0,1063.2266666666667,29.813333333333333
2014,LCS,2019-2,3,1,43631.64747685185,9.11,Blue,Team Liquid,2.0,0.0,0.0,1.0,59880.0,1346.7723214285713,34.486607142857146
2015,LCS,2019-2,3,1,43631.64747685185,9.11,Red,FlyQuest,1.0,0.0,1.0,1.0,48021.0,949.7075892857141,32.109375
2026,LCS,2019-2,3,1,43631.693078703705,9.11,Blue,Cloud9,3.0,0.0,1.0,2.0,73448.0,1355.3339399454048,35.89626933575978
2027,LCS,2019-2,3,1,43631.693078703705,9.11,Red,OpTic Gaming,3.0,0.0,0.0,0.0,62038.0,1043.8689717925386,33.11191992720655
2038,LCS,2019-2,3,1,43631.73541666667,9.11,Blue,Counter Logic Gaming,5.0,2.0,1.0,2.0,82530.0,1275.2558139534883,31.093023255813954
2039,LCS,2019-2,3,1,43631.73541666667,9.11,Red,Echo Fox,1.0,0.0,0.0,1.0,79960.0,1215.4883720930231,35.627906976744185
2050,LCS,2019-2,3,1,43631.785775462966,9.11,Blue,Clutch Gaming,0.0,0.0,0.0,0.0,61887.0,1006.6090057958093,34.427106553722695
2051,LCS,2019-2,3,1,43631.785775462966,9.11,Red,Team SoloMid,3.0,0.0,1.0,2.0,73813.0,1325.6281765492645,36.2460989745876
2062,LCS,2019-2,3,2,43631.83020833333,9.11,Blue,100 Thieves,0.0,0.0,0.0,0.0,53781.0,973.5673222390319,28.956127080181545
2063,LCS,2019-2,3,2,43631.83020833333,9.11,Red,Golden Guardians,4.0,0.0,1.0,2.0,65627.0,1331.9939485627838,31.80030257186082
2074,LCS,2019-2,3,2,43632.56233796296,9.11,Blue,OpTic Gaming,1.0,0.0,0.0,1.0,61044.0,1005.6954360596476,29.389968368730234
2075,LCS,2019-2,3,2,43632.56233796296,9.11,Red,Team Liquid,3.0,0.0,1.0,1.0,68229.0,1200.498870311794,29.688206055128788
2086,LCS,2019-2,3,2,43632.615428240744,9.11,Blue,Echo Fox,1.0,0.0,1.0,1.0,62134.0,1101.8504936530321,31.311706629055003
2087,LCS,2019-2,3,2,43632.615428240744,9.11,Red,100 Thieves,3.0,0.0,0.0,1.0,65474.0,1196.0677009873057,29.929478138222844
2098,LCS,2019-2,3,2,43632.65738425926,9.11,Blue,Team SoloMid,2.0,0.0,1.0,0.0,62804.0,1163.3179190751443,33.12138728323699
2099,LCS,2019-2,3,2,43632.65738425926,9.11,Red,Cloud9,1.0,0.0,0.0,0.0,57755.0,1017.3930635838151,33.786127167630056
2110,LCS,2019-2,3,2,43632.69980324074,9.11,Blue,Clutch Gaming,3.0,0.0,1.0,3.0,74969.0,1247.1410526315788,32.61473684210526
2111,LCS,2019-2,3,2,43632.69980324074,9.11,Red,FlyQuest,3.0,0.0,0.0,0.0,65212.0,1000.6484210526314,35.368421052631575
2122,LCS,2019-2,3,2,43632.74721064815,9.11,Blue,Golden Guardians,2.0,0.0,1.0,0.0,54901.0,1057.116424116424,32.08939708939708
2123,LCS,2019-2,3,2,43632.74721064815,9.11,Red,Counter Logic Gaming,2.0,0.0,0.0,1.0,59295.0,1194.1434511434509,31.247401247401243
2134,LEC,2019-2,2,1,43630.42931712963,9.11,Blue,Misfits,2.0,0.0,1.0,1.0,51263.0,1388.735294117647,33.32887700534759
2135,LEC,2019-2,2,1,43630.42931712963,9.11,Red,Excel Esports,1.0,0.0,0.0,0.0,35213.0,745.01871657754,27.87433155080214
2146,LEC,2019-2,2,1,43630.48153935185,9.11,Blue,Rogue,3.0,0.0,1.0,1.0,65240.0,1221.358851674641,32.35406698564593
2147,LEC,2019-2,2,1,43630.48153935185,9.11,Red,Vitality,1.0,0.0,0.0,0.0,54696.0,918.6602870813396,31.779904306220093
2158,LEC,2019-2,2,1,43630.52611111111,9.11,Blue,Fnatic,1.0,0.0,1.0,1.0,56518.0,1185.0668115154808,32.688756110809344
2159,LEC,2019-2,2,1,43630.52611111111,9.11,Red,Origen,2.0,0.0,0.0,0.0,51079.0,1007.804454101032,32.36284627919609
2170,LEC,2019-2,2,1,43630.56490740741,9.11,Blue,Splyce,2.0,0.0,0.0,1.0,80904.0,1151.9778188539742,33.87060998151571
2171,LEC,2019-2,2,1,43630.56490740741,9.11,Red,Schalke 04,4.0,1.0,1.0,1.0,80013.0,1132.2144177449168,30.89833641404806
2182,LEC,2019-2,2,1,43630.61623842592,9.11,Blue,G2 Esports,1.0,0.0,1.0,1.0,58606.0,1385.4869109947642,33.82198952879581
2183,LEC,2019-2,2,1,43630.61623842592,9.11,Red,SK Gaming,2.0,0.0,0.0,0.0,45936.0,943.2530541012216,29.249563699825483
2194,LEC,2019-2,2,2,43631.39204861111,9.11,Blue,Excel Esports,0.0,0.0,1.0,0.0,46484.0,880.7523441809158,33.6900165471594
2195,LEC,2019-2,2,2,43631.39204861111,9.11,Red,Splyce,4.0,0.0,0.0,1.0,59893.0,1324.514065085494,38.0253723110866
2206,LEC,2019-2,2,2,43631.46037037037,9.11,Blue,SK Gaming,3.0,0.0,1.0,1.0,56646.0,1357.1686460807603,37.12589073634204
2207,LEC,2019-2,2,2,43631.46037037037,9.11,Red,Rogue,1.0,0.0,0.0,0.0,43747.0,897.58432304038,31.3895486935867
2218,LEC,2019-2,2,2,43631.49092592593,9.11,Blue,Origen,0.0,0.0,1.0,0.0,54703.0,1109.0866057019903,33.921463152232384
2219,LEC,2019-2,2,2,43631.49092592593,9.11,Red,Misfits,2.0,0.0,0.0,0.0,49609.0,944.6756320602475,34.69607315761162
2230,LEC,2019-2,2,2,43631.5303125,9.11,Blue,Schalke 04,0.0,0.0,1.0,0.0,40757.0,842.8891625615765,29.81527093596059
2231,LEC,2019-2,2,2,43631.5303125,9.11,Red,Fnatic,3.0,0.0,0.0,1.0,58131.0,1484.7857142857142,38.05418719211823
2242,LEC,2019-2,2,2,43631.56980324074,9.11,Blue,G2 Esports,1.0,0.0,1.0,0.0,48014.0,1252.1972018654233,26.342438374417057
2243,LEC,2019-2,2,2,43631.56980324074,9.11,Red,Vitality,1.0,0.0,0.0,0.0,40523.0,952.7568287808128,28.94070619586942
2506,LCK,2019-2,3.1,1,43635.09773148148,9.12,Blue,Damwon Gaming,0.0,0.0,1.0,0.0,57701.0,1037.2825768667644,36.632503660322115
2507,LCK,2019-2,3.1,1,43635.09773148148,9.12,Red,SK Telecom T1,5.0,0.0,0.0,1.0,63799.0,1215.847730600293,36.66178623718888
2518,LCK,2019-2,3.1,2,43635.15708333333,9.12,Blue,SK Telecom T1,0.0,0.0,0.0,0.0,48800.0,944.5207877461706,32.396061269146614
2519,LCK,2019-2,3.1,2,43635.15708333333,9.12,Red,Damwon Gaming,4.0,0.0,1.0,0.0,60424.0,1326.0525164113783,41.45514223194749
2530,LCK,2019-2,3.1,3,43635.20085648148,9.12,Blue,Damwon Gaming,3.0,0.0,0.0,2.0,72605.0,1277.310344827586,32.44031830238726
2531,LCK,2019-2,3.1,3,43635.20085648148,9.12,Red,SK Telecom T1,3.0,0.0,1.0,0.0,64922.0,1073.5172413793102,31.85676392572944
2542,LCK,2019-2,3.1,1,43635.243796296294,9.12,Blue,Kingzone DragonX,6.0,1.0,1.0,0.0,74311.0,1190.2981878088963,35.70840197693575
2543,LCK,2019-2,3.1,1,43635.243796296294,9.12,Red,Jin Air Green Wings,1.0,0.0,0.0,1.0,66711.0,1002.4892915980231,30.790774299835252
2554,LCK,2019-2,3.1,2,43635.31914351852,9.12,Blue,Jin Air Green Wings,0.0,0.0,1.0,0.0,60364.0,1041.8130841121497,31.93457943925234
2555,LCK,2019-2,3.1,2,43635.31914351852,9.12,Red,Kingzone DragonX,4.0,0.0,0.0,2.0,68795.0,1278.1962616822432,35.97196261682243
2566,LCK,2019-2,3.2,1,43636.033854166664,9.12,Blue,Griffin,4.0,0.0,0.0,1.0,62487.0,1563.9881305637982,37.70919881305638
2567,LCK,2019-2,3.2,1,43636.033854166664,9.12,Red,KT Rolster,0.0,0.0,1.0,0.0,42001.0,834.5163204747776,30.480712166172108
2578,LCK,2019-2,3.2,2,43636.15856481482,9.12,Blue,KT Rolster,0.0,0.0,0.0,0.0,36304.0,803.9189189189188,28.7027027027027
2579,LCK,2019-2,3.2,2,43636.15856481482,9.12,Red,Griffin,3.0,0.0,1.0,1.0,55969.0,1601.1486486486488,35.55405405405405
2590,LCK,2019-2,3.2,1,43636.189247685186,9.12,Blue,Gen.G,3.0,0.0,0.0,1.0,55941.0,1314.8864037669218,34.749852854620364
2591,LCK,2019-2,3.2,1,43636.189247685186,9.12,Red,Hanwha Life Esports,1.0,0.0,1.0,0.0,43745.0,884.1859917598589,31.712772218952328
2602,LCK,2019-2,3.2,2,43636.27918981481,9.12,Blue,Hanwha Life Esports,5.0,0.0,0.0,2.0,72512.0,1203.414717141642,34.22373458102935
2603,LCK,2019-2,3.2,2,43636.27918981481,9.12,Red,Gen.G,1.0,0.0,1.0,0.0,60795.0,904.3845172267121,32.079965971926846
2614,LCK,2019-2,3.2,3,43636.32585648148,9.12,Blue,Gen.G,4.0,0.0,1.0,1.0,51849.0,1232.2509135200974,34.129110840438486
2615,LCK,2019-2,3.2,3,43636.32585648148,9.12,Red,Hanwha Life Esports,0.0,0.0,0.0,0.0,39957.0,797.7076735688184,29.92691839220463
2626,LEC,2019-2,3,1,43637.43634259259,9.12,Blue,Excel Esports,1.0,0.0,0.0,0.0,51644.0,955.5467775467773,30.9043659043659
2627,LEC,2019-2,3,1,43637.43634259259,9.12,Red,Vitality,3.0,0.0,1.0,1.0,66319.0,1413.1871101871097,34.77130977130977
2638,LEC,2019-2,3,1,43637.48594907407,9.12,Blue,Rogue,3.0,0.0,1.0,0.0,64235.0,947.727047146402,32.878411910669975
2639,LEC,2019-2,3,1,43637.48594907407,9.12,Red,Splyce,3.0,1.0,0.0,1.0,74066.0,1191.6724565756826,33.42431761786601
2650,LEC,2019-2,3,1,43637.5391087963,9.12,Blue,Schalke 04,3.0,0.0,0.0,0.0,76356.0,1104.3983212514308,35.02479969477299
2651,LEC,2019-2,3,1,43637.5391087963,9.12,Red,Origen,3.0,0.0,1.0,1.0,78791.0,1160.1404044257918,34.13201068294544
2662,LEC,2019-2,3,1,43637.586909722224,9.12,Blue,SK Gaming,2.0,0.0,0.0,1.0,55325.0,1262.2443543717427,38.11233352634626
2663,LEC,2019-2,3,1,43637.586909722224,9.12,Red,Misfits,2.0,0.0,1.0,0.0,43368.0,846.8303416328894,33.00521134916039
2674,LEC,2019-2,3,1,43637.62405092592,9.12,Blue,G2 Esports,0.0,0.0,0.0,0.0,45383.0,1030.999377722464,29.197261978842562
2675,LEC,2019-2,3,1,43637.62405092592,9.12,Red,Fnatic,3.0,0.0,1.0,1.0,58552.0,1522.6857498444303,29.719975108898566
2686,LCK,2019-2,3.3,1,43637.02898148148,9.12,Blue,Sandbox Gaming,5.0,1.0,1.0,1.0,71351.0,1270.6816143497758,29.46188340807175
2687,LCK,2019-2,3.3,1,43637.02898148148,9.12,Red,Afreeca Freecs,1.0,0.0,0.0,0.0,57639.0,901.7488789237668,27.497757847533634
2698,LCK,2019-2,3.3,2,43637.16376157408,9.12,Blue,Afreeca Freecs,4.0,0.0,1.0,1.0,61576.0,1230.795918367347,34.07142857142858
2699,LCK,2019-2,3.3,2,43637.16376157408,9.12,Red,Sandbox Gaming,1.0,0.0,0.0,0.0,53263.0,976.3163265306124,32.02040816326531
2710,LCK,2019-2,3.3,3,43637.20296296296,9.12,Blue,Sandbox Gaming,4.0,1.0,0.0,0.0,69246.0,1234.748299319728,30.231292517006803
2711,LCK,2019-2,3.3,3,43637.20296296296,9.12,Red,Afreeca Freecs,2.0,0.0,1.0,0.0,60088.0,985.5510204081634,28.027210884353742
2722,LCK,2019-2,3.3,1,43637.242314814815,9.12,Blue,Kingzone DragonX,2.0,0.0,1.0,0.0,51342.0,932.4822256568779,30.448222565687786
2723,LCK,2019-2,3.3,1,43637.242314814815,9.12,Red,Damwon Gaming,2.0,0.0,0.0,1.0,65738.0,1377.4899536321484,35.54868624420402
2734,LCK,2019-2,3.3,2,43637.314791666664,9.12,Blue,Damwon Gaming,4.0,0.0,1.0,2.0,69489.0,1104.3628727425453,30.062998740025204
2735,LCK,2019-2,3.3,2,43637.314791666664,9.12,Red,Kingzone DragonX,2.0,1.0,0.0,0.0,71197.0,1147.4036119277614,31.12137757244855
2746,LCK,2019-2,3.3,3,43637.35476851852,9.12,Blue,Kingzone DragonX,1.0,0.0,1.0,0.0,48821.0,923.3721682847896,30.22653721682848
2747,LCK,2019-2,3.3,3,43637.35476851852,9.12,Red,Damwon Gaming,3.0,0.0,0.0,1.0,63155.0,1387.2556634304208,37.993527508090615
2758,LCK,2019-2,3.4,1,43638.0321875,9.12,Blue,SK Telecom T1,3.0,2.0,1.0,0.0,80821.0,1056.3864193209658,33.18165908295415
2759,LCK,2019-2,3.4,1,43638.0321875,9.12,Red,Griffin,4.0,0.0,0.0,2.0,85728.0,1159.4385719285963,33.706685334266716
2770,LCK,2019-2,3.4,2,43638.17255787037,9.12,Blue,Griffin,3.0,0.0,0.0,0.0,48107.0,1219.3128674069235,34.369693011103855
2771,LCK,2019-2,3.4,2,43638.17255787037,9.12,Red,SK Telecom T1,0.0,0.0,1.0,0.0,39895.0,897.4839973873285,32.21423905943828
2782,LCK,2019-2,3.4,1,43638.21540509259,9.12,Blue,Hanwha Life Esports,2.0,0.0,1.0,2.0,67018.0,1325.2356123954746,34.91392031480571
2783,LCK,2019-2,3.4,1,43638.21540509259,9.12,Red,Jin Air Green Wings,2.0,0.0,0.0,0.0,53811.0,935.4569601574028,31.815051647811117
2794,LCK,2019-2,3.4,2,43638.28763888889,9.12,Blue,Jin Air Green Wings,0.0,0.0,0.0,0.0,45888.0,937.0719257540604,30.97447795823666
2795,LCK,2019-2,3.4,2,43638.28763888889,9.12,Red,Hanwha Life Esports,4.0,0.0,1.0,1.0,55319.0,1265.2969837587007,36.1600928074246
2806,LEC,2019-2,3,2,43638.38856481481,9.12,Blue,Vitality,4.0,0.0,1.0,0.0,69177.0,1280.945556072592,34.034434620753835
2807,LEC,2019-2,3,2,43638.38856481481,9.12,Red,SK Gaming,0.0,0.0,0.0,1.0,63994.0,1136.2363890181477,31.186598417868773
2818,LEC,2019-2,3,2,43638.44613425926,9.12,Blue,Misfits,0.0,0.0,1.0,0.0,44524.0,920.7175843694495,33.250444049733574
2819,LEC,2019-2,3,2,43638.44613425926,9.12,Red,Schalke 04,3.0,0.0,0.0,1.0,60819.0,1499.58081705151,35.87921847246892
2830,LEC,2019-2,3,2,43638.484293981484,9.12,Blue,Origen,1.0,0.0,1.0,0.0,59370.0,981.1868131868134,32.60989010989011
2831,LEC,2019-2,3,2,43638.484293981484,9.12,Red,Splyce,3.0,0.0,0.0,1.0,68858.0,1241.846153846154,32.747252747252745
2842,LEC,2019-2,3,2,43638.52741898148,9.12,Blue,Fnatic,1.0,0.0,0.0,1.0,62064.0,1267.7934950955087,30.604026845637584
2843,LEC,2019-2,3,2,43638.52741898148,9.12,Red,Excel Esports,4.0,0.0,1.0,1.0,57484.0,1125.9246257098607,28.15694372741353
2854,LEC,2019-2,3,2,43638.56895833334,9.12,Blue,G2 Esports,3.0,0.0,1.0,0.0,46693.0,1423.1047904191616,33.68263473053892
2855,LEC,2019-2,3,2,43638.56895833334,9.12,Red,Rogue,0.0,0.0,0.0,0.0,32677.0,793.6437125748504,27.84431137724551
2866,LCS,2019-2,4,1,43638.647361111114,9.12,Blue,Team Liquid,3.0,0.0,1.0,2.0,70169.0,1193.538057742782,31.102362204724407
2867,LCS,2019-2,4,1,43638.647361111114,9.12,Red,Golden Guardians,2.0,0.0,0.0,0.0,64297.0,1039.4173228346456,29.291338582677167
2878,LCS,2019-2,4,1,43638.69914351852,9.12,Blue,Team SoloMid,3.0,0.0,1.0,1.0,67879.0,1021.2623823168236,29.373720835038885
2879,LCS,2019-2,4,1,43638.69914351852,9.12,Red,OpTic Gaming,3.0,1.0,0.0,2.0,75044.0,1197.2345476872697,31.043798608268524
2890,LCS,2019-2,4,1,43638.74605324074,9.12,Blue,100 Thieves,1.0,0.0,0.0,1.0,64914.0,1173.5550351288055,28.552693208430913
2891,LCS,2019-2,4,1,43638.74605324074,9.12,Red,Cloud9,4.0,0.0,1.0,0.0,58560.0,994.9882903981263,33.5831381733021
2902,LCS,2019-2,4,1,43638.79074074074,9.12,Blue,Counter Logic Gaming,3.0,0.0,0.0,1.0,55105.0,1196.9898989898988,33.535353535353536
2903,LCS,2019-2,4,1,43638.79074074074,9.12,Red,FlyQuest,1.0,0.0,1.0,0.0,47289.0,933.8249158249158,33.23232323232323
2914,LCS,2019-2,4,1,43638.82983796296,9.12,Blue,Echo Fox,2.0,0.0,1.0,0.0,44890.0,957.8857486470235,31.49729404690319
2915,LCS,2019-2,4,1,43638.82983796296,9.12,Red,Clutch Gaming,1.0,0.0,0.0,1.0,53398.0,1264.849067949489,33.084786530366806
2926,LCS,2019-2,4,2,43639.590266203704,9.12,Blue,Cloud9,4.0,0.0,1.0,2.0,68972.0,1281.389355742297,37.45098039215686
2927,LCS,2019-2,4,2,43639.590266203704,9.12,Red,Counter Logic Gaming,1.0,0.0,0.0,0.0,58016.0,974.498599439776,33.27731092436974
